ligne,arret,equipement_impacte,type_equipement,id,cause,remise_en_service,date,heure,execution_time
A,Laurent Bonnevay,"Ascenseur n°162 du quai direction Vaulx-en-Velin La Soie, accès à la mezzanine",Ascenseur,162,Panne,Mercredi 16 avril 2025 à 10:30,2025/04/16,10:30,20250416-0843
A,Laurent Bonnevay,Ascenseur n°169 Parc Relais,Ascenseur,169,Panne,Mercredi 16 avril 2025 à 11:00,2025/04/16,11:00,20250416-0843
A,Laurent Bonnevay,"Escalier mécanique  de la passerelle piéton, venant de la gare routière bus, jusqu'à la mezzanine piéton",Escalier,,Panne,Vendredi 18 avril 2025 à 10:30,2025/04/18,10:30,20250416-0843
A,Charpennes Charles Hernu,"Ascenseur n°211 du quai direction Perrache, correspondance ligne B direction St-Genis-Laval Hôp. Sud et accès cours Emile Zola",Ascenseur,211,Panne,Mercredi 16 avril 2025 à 09:30,2025/04/16,09:30,20250416-0843
A,Charpennes Charles Hernu,Escalier mécanique  du quai direction Perrache ou direction St-Genis-Laval Hôpital Lyon Sud par le couloir de liaison jusqu'à la sortie Place Charles Hernu,Escalier,,Panne,Mercredi 16 avril 2025 à 10:00,2025/04/16,10:00,20250416-0843
A,Charpennes Charles Hernu,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la place Charles Hernu,Escalier,,Panne,Dimanche 25 mai 2025 à 17:30,2025/05/25,17:30,20250416-0843
A,République Villeurbanne,Escalier mécanique  du quai direction Vaulx-en-Velin La Soie jusqu'à la sortie cours Emile Zola,Escalier,,Panne,Mercredi 16 avril 2025 à 13:30,2025/04/16,13:30,20250416-0843
A,Flachet - Alain Gilles,"Ascenseur n°182 direction Vaulx-en-Velin La Soie, accès cours Emile Zola",Ascenseur,182,Panne,Mercredi 30 avril 2025 à 17:30,2025/04/30,17:30,20250416-0843
A,Flachet - Alain Gilles,Escalier mécanique  du quai direction Perrache jusqu'à la sortie cours Emile Zola,Escalier,,Accès fermé pour travaux,Mercredi 16 avril 2025 à 11:00,2025/04/16,11:00,20250416-0843
A,Bellecour,"Ascenseur n°261 direction Vaulx-en-Velin La Soie, correspondance ligne A direction Perrache et  ligne D, direction Gare de Vénissieux ou Gare de Vaise",Ascenseur,261,Panne,Mercredi 30 avril 2025 à 14:30,2025/04/30,14:30,20250416-0843
A,Bellecour,Escalier mécanique  du quai direction Vaulx-en-Velin La Soie jusqu'à la sortie place Bellecour,Escalier,,Panne,Mercredi 30 avril 2025 à 19:30,2025/04/30,19:30,20250416-0843
A,Bellecour,Escalier mécanique  du by-pass de correspondance ligne D / ligne A jusqu'au quai ligne A direction Vaulx-en-Velin La Soie,Escalier,,Entretien programmé,Mercredi 30 avril 2025 à 15:30,2025/04/30,15:30,20250416-0843
A,Bellecour,Escalier mécanique  du quai central jusqu'à la mezzanine sud (côté Antonin Poncet),Escalier,,Panne,Mercredi 30 avril 2025 à 19:30,2025/04/30,19:30,20250416-0843
A,Bellecour,Escalier mécanique  de la mezzanine sud (côté Antonin Poncet) jusqu'à la sortie place Antonin Poncet (face à la Poste),Escalier,,Entretien programmé,Mercredi 30 avril 2025 à 11:00,2025/04/30,11:00,20250416-0843
A,Cusset,"Ascenseur n°171 direction Perrache, accès mezzanine de correspondance direction Vaulx-en-Velin La Soie, accès cours Emile Zola",Ascenseur,171,Panne,Dimanche 27 avril 2025 à 17:30,2025/04/27,17:30,20250416-0843
B,Gare Part-Dieu V.Merle,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la mezzanine niveau centre commercial,Escalier,,Accès fermé pour travaux,Mercredi 16 avril 2025 à 11:00,2025/04/16,11:00,20250416-0843
B,Gare Part-Dieu V.Merle,Escalier mécanique  de la mezzanine niveau centre commercial jusqu'au quai direction St-Genis-Laval Hôpital Lyon Sud,Escalier,,Entretien programmé,Vendredi 2 mai 2025 à 17:30,2025/05/02,17:30,20250416-0843
B,Gare Part-Dieu V.Merle,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud (par couloir de liaison direction gare de la Part Dieu) jusqu'à la mezzanine niveau Point Contact.,Escalier,,Entretien programmé,Mercredi 16 avril 2025 à 20:30,2025/04/16,20:30,20250416-0843
B,Gare Part-Dieu V.Merle,Escalier mécanique  du quai direction Charpennes (par couloir de liaison direction gare de la Part Dieu) jusqu'à la mezzanine niveau Point Contact.,Escalier,,Panne,Mercredi 30 avril 2025 à 17:30,2025/04/30,17:30,20250416-0843
B,Oullins Centre,Escalier mécanique  entre la mezzanine inférieure et la mezzanine supérieure,Escalier,,Panne,Mercredi 16 avril 2025 à 11:30,2025/04/16,11:30,20250416-0843
B,Oullins Centre,Escalier mécanique  entre la mezzanine supérieure et la place Anatole France côté rue de la République,Escalier,,Panne,Mercredi 16 avril 2025 à 09:30,2025/04/16,09:30,20250416-0843
B,Oullins Centre,Escalier mécanique  entre la mezzanine supérieure et la place Anatole France côté rue Voltaire,Escalier,,Panne,Vendredi 25 avril 2025 à 17:30,2025/04/25,17:30,20250416-0843
B,Charpennes Charles Hernu,"Ascenseur n°211 du quai direction Perrache, correspondance ligne B direction St-Genis-Laval Hôp. Sud et accès cours Emile Zola",Ascenseur,211,Panne,Mercredi 16 avril 2025 à 09:30,2025/04/16,09:30,20250416-0843
B,Charpennes Charles Hernu,Escalier mécanique  du quai direction Perrache ou direction St-Genis-Laval Hôpital Lyon Sud par le couloir de liaison jusqu'à la sortie Place Charles Hernu,Escalier,,Panne,Mercredi 16 avril 2025 à 10:00,2025/04/16,10:00,20250416-0843
B,Charpennes Charles Hernu,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la place Charles Hernu,Escalier,,Panne,Dimanche 25 mai 2025 à 17:30,2025/05/25,17:30,20250416-0843
B,Stade de Gerland Le LOU,Ascenseur n°481 correspondance entre le quai direction St-Genis-Laval Hôpital Lyon Sud et la mezzanine,Ascenseur,481,Panne,Samedi 10 mai 2025 à 17:30,2025/05/10,17:30,20250416-0843
B,Stade de Gerland Le LOU,Ascenseur n°483 correspondance entre la mezzanine et l'avenue Jean Jaurès,Ascenseur,483,Panne,Samedi 31 mai 2025 à 17:30,2025/05/31,17:30,20250416-0843
B,Stade de Gerland Le LOU,Escalier mécanique  du quai d'arrivée jusqu'à la mezzanine niveau Point Contact,Escalier,,Panne,Mercredi 16 avril 2025 à 10:30,2025/04/16,10:30,20250416-0843
B,Stade de Gerland Le LOU,Escalier mécanique  de la mezzanine niveau Point Contact jusqu'au quai direction Charpennes,Escalier,,Panne,Mercredi 14 mai 2025 à 14:30,2025/05/14,14:30,20250416-0843
B,Stade de Gerland Le LOU,Escalier mécanique  de la mezzanine niveau Point Contact jusqu'à la sortie avenue Jean Jaurès,Escalier,,Panne,Mercredi 14 mai 2025 à 17:30,2025/05/14,17:30,20250416-0843
B,Debourg,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la sortie avenue Jean Jaures,Escalier,,Panne,Vendredi 30 mai 2025 à 17:30,2025/05/30,17:30,20250416-0843
B,Debourg,Escalier mécanique  du quai direction Charpennes jusqu'à la sortie avenue Jean Jaures,Escalier,,Panne,Mercredi 14 mai 2025 à 17:30,2025/05/14,17:30,20250416-0843
B,Saxe - Gambetta,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la mezzanine nord (niveau ligne D direction Gare de Vaise),Escalier,,Panne,Samedi 26 avril 2025 à 17:30,2025/04/26,17:30,20250416-0843
B,Saxe - Gambetta,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la mezzanine sud (niveau sortie avenue Jean Jaurès),Escalier,,Panne,Samedi 31 mai 2025 à 17:30,2025/05/31,17:30,20250416-0843
B,Saxe - Gambetta,Escalier mécanique  du quai direction Charpennes jusqu'à la mezzanine sud (niveau sortie avenue Jean Jaurès),Escalier,,Panne,Samedi 26 avril 2025 à 17:30,2025/04/26,17:30,20250416-0843
B,Saxe - Gambetta,Escalier mécanique  de la mezzanine nord (niveau ligne D direction Gare de Vaise) jusqu'à la sortie angle avenue Jean Jaurès / avenue de Saxe,Escalier,,Panne,Vendredi 18 avril 2025 à 14:30,2025/04/18,14:30,20250416-0843
B,Saxe - Gambetta,Escalier mécanique  de la mezzanine sud  jusqu'à la sortie avenue Jean Jaurès,Escalier,,Panne,Samedi 31 mai 2025 à 17:30,2025/05/31,17:30,20250416-0843
B,Jean Macé,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la sortie place Jean Macé (côté rue Parmentier),Escalier,,Panne,Mardi 20 mai 2025 à 17:30,2025/05/20,17:30,20250416-0843
B,Place Jean Jaurès,Ascenseur n°462 direction Charpennes et accès avenue Jean Jaurès,Ascenseur,462,Panne,Samedi 31 mai 2025 à 17:30,2025/05/31,17:30,20250416-0843
B,Place Jean Jaurès,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la sortie avenue Jean Jaures,Escalier,,Panne,Jeudi 17 avril 2025 à 17:30,2025/04/17,17:30,20250416-0843
B,Place Jean Jaurès,Escalier mécanique  du quai direction Charpennes jusqu'à la sortie avenue Jean Jaures,Escalier,,Panne,Jeudi 17 avril 2025 à 17:30,2025/04/17,17:30,20250416-0843
D,Saxe - Gambetta,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la mezzanine nord (niveau ligne D direction Gare de Vaise),Escalier,,Panne,Samedi 26 avril 2025 à 17:30,2025/04/26,17:30,20250416-0843
D,Saxe - Gambetta,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la mezzanine sud (niveau sortie avenue Jean Jaurès),Escalier,,Panne,Samedi 31 mai 2025 à 17:30,2025/05/31,17:30,20250416-0843
D,Saxe - Gambetta,Escalier mécanique  du quai direction Charpennes jusqu'à la mezzanine sud (niveau sortie avenue Jean Jaurès),Escalier,,Panne,Samedi 26 avril 2025 à 17:30,2025/04/26,17:30,20250416-0843
D,Saxe - Gambetta,Escalier mécanique  de la mezzanine nord (niveau ligne D direction Gare de Vaise) jusqu'à la sortie angle avenue Jean Jaurès / avenue de Saxe,Escalier,,Panne,Vendredi 18 avril 2025 à 14:30,2025/04/18,14:30,20250416-0843
D,Saxe - Gambetta,Escalier mécanique  de la mezzanine sud  jusqu'à la sortie avenue Jean Jaurès,Escalier,,Panne,Samedi 31 mai 2025 à 17:30,2025/05/31,17:30,20250416-0843
D,Guillotière Gabriel Péri,Escalier mécanique  de la mezzanine (côté quai direction Gare de Vaise) jusqu'à la sortie cours Gambetta,Escalier,,Panne,Mercredi 30 avril 2025 à 16:30,2025/04/30,16:30,20250416-0843
D,Guillotière Gabriel Péri,Escalier mécanique  du quai direction Gare de Vénissieux jusqu'à la mezzanine,Escalier,,Panne,Mercredi 30 avril 2025 à 15:30,2025/04/30,15:30,20250416-0843
D,Sans Souci,Escalier mécanique  du quai direction Gare de Vénissieux jusqu'à la sortie cours Albert Thomas,Escalier,,Entretien programmé,Vendredi 30 mai 2025 à 18:00,2025/05/30,18:00,20250416-0843
D,Parilly,Escalier mécanique  du quai direction Gare de Vaise jusqu'à la sortie rue de La Fontaine,Escalier,,Entretien programmé,Mercredi 30 avril 2025 à 17:00,2025/04/30,17:00,20250416-0843
D,Parilly,Escalier mécanique  du quai direction Gare de Vénissieux jusqu'à la sortie rue du Marché,Escalier,,Panne,Mercredi 30 avril 2025 à 10:30,2025/04/30,10:30,20250416-0843
D,Garibaldi,Escalier mécanique  du quai direction Gare de Vaise jusqu'à la mezzanine,Escalier,,Panne,Mercredi 30 avril 2025 à 14:30,2025/04/30,14:30,20250416-0843
D,Garibaldi,Escalier mécanique  du quai direction Gare de Vénissieux jusqu'à la mezzanine,Escalier,,Entretien programmé,Samedi 31 mai 2025 à 20:30,2025/05/31,20:30,20250416-0843
D,Garibaldi,Escalier mécanique  de la mezzanine jusqu'à la sortie cours Gambetta,Escalier,,Accès fermé pour travaux,Mercredi 16 avril 2025 à 11:00,2025/04/16,11:00,20250416-0843
D,Laennec,Escalier mécanique  du quai direction Gare de Vaise jusqu'à la sortie rue Guillaume Paradin,Escalier,,Entretien programmé,Jeudi 15 mai 2025 à 19:30,2025/05/15,19:30,20250416-0843
D,Laennec,Escalier mécanique  du quai direction Gare de Vénissieux jusqu'à la sortie rue Guillaume Paradin,Escalier,,Entretien programmé,Jeudi 15 mai 2025 à 18:00,2025/05/15,18:00,20250416-0843
D,Bellecour,"Ascenseur n°261 direction Vaulx-en-Velin La Soie, correspondance ligne A direction Perrache et  ligne D, direction Gare de Vénissieux ou Gare de Vaise",Ascenseur,261,Panne,Mercredi 30 avril 2025 à 14:30,2025/04/30,14:30,20250416-0843
D,Bellecour,Escalier mécanique  du quai direction Vaulx-en-Velin La Soie jusqu'à la sortie place Bellecour,Escalier,,Panne,Mercredi 30 avril 2025 à 19:30,2025/04/30,19:30,20250416-0843
D,Bellecour,Escalier mécanique  du by-pass de correspondance ligne D / ligne A jusqu'au quai ligne A direction Vaulx-en-Velin La Soie,Escalier,,Entretien programmé,Mercredi 30 avril 2025 à 15:30,2025/04/30,15:30,20250416-0843
D,Bellecour,Escalier mécanique  du quai central jusqu'à la mezzanine sud (côté Antonin Poncet),Escalier,,Panne,Mercredi 30 avril 2025 à 19:30,2025/04/30,19:30,20250416-0843
D,Bellecour,Escalier mécanique  de la mezzanine sud (côté Antonin Poncet) jusqu'à la sortie place Antonin Poncet (face à la Poste),Escalier,,Entretien programmé,Mercredi 30 avril 2025 à 11:00,2025/04/30,11:00,20250416-0843
D,Grange Blanche,Escalier mécanique  de place d'Arsonval (descente de bus) jusqu'à la mezzanine face à la croissanterie,Escalier,,Entretien programmé,Mercredi 30 avril 2025 à 16:00,2025/04/30,16:00,20250416-0843
D,Grange Blanche,Escalier mécanique  de la mezzanine côté hôpital Edouard Herriot jusqu'à la sortie Hôpital Edouard Herriot,Escalier,,Panne,Vendredi 30 mai 2025 à 07:30,2025/05/30,07:30,20250416-0843
D,Gorge de Loup,"Ascenseur n°822 direction Gare de Vénissieux, correspondance quai direction Gare de Vaise, accès Gare Routière ou Gare SNCF et rue Sergent Michel Berthet",Ascenseur,822,Entretien programmé,Mercredi 16 avril 2025 à 16:30,2025/04/16,16:30,20250416-0843
D,Gorge de Loup,"Escalier mécanique  sortie Place Basse (côté agence commerciale) niveau Parc Relais, jusqu'à la mezzanine niveau départ gare de bus, rue Sergent Michel Berthet",Escalier,,Panne,Samedi 10 mai 2025 à 10:30,2025/05/10,10:30,20250416-0843
