ligne,arret,equipement_impacte,type_equipement,id,cause,remise_en_service,date,heure,execution_time
A,Vaulx-en-Velin La Soie,Escalier mécanique  de la Gare Routière jusqu'au quai de départ direction Perrache,Escalier,,Panne,Lundi 14 avril 2025 à 17:30,2025/04/14,17:30,20250414-0958
A,Cusset,"Ascenseur n°171 direction Perrache, accès mezzanine de correspondance direction Vaulx-en-Velin La Soie, accès cours Emile Zola",Ascenseur,171,Panne,Dimanche 27 avril 2025 à 17:30,2025/04/27,17:30,20250414-0958
A,Bellecour,"Ascenseur n°261 direction Vaulx-en-Velin La Soie, correspondance ligne A direction Perrache et  ligne D, direction Gare de Vénissieux ou Gare de Vaise",Ascenseur,261,Panne,Mercredi 30 avril 2025 à 14:30,2025/04/30,14:30,20250414-0958
A,Bellecour,"Ascenseur n°264 direction Vaulx-en-Velin La Soie, accès rue de la République",Ascenseur,264,Panne,Lundi 14 avril 2025 à 10:00,2025/04/14,10:00,20250414-0958
A,Bellecour,Escalier mécanique  du quai direction Vaulx-en-Velin La Soie jusqu'à la sortie place Bellecour,Escalier,,Panne,Mercredi 30 avril 2025 à 19:30,2025/04/30,19:30,20250414-0958
A,Bellecour,Escalier mécanique  du by-pass de correspondance ligne D / ligne A jusqu'au quai ligne A direction Vaulx-en-Velin La Soie,Escalier,,Entretien programmé,Mercredi 30 avril 2025 à 15:30,2025/04/30,15:30,20250414-0958
A,Bellecour,Escalier mécanique  du quai central jusqu'à la mezzanine sud (côté Antonin Poncet),Escalier,,Panne,Mercredi 30 avril 2025 à 19:30,2025/04/30,19:30,20250414-0958
A,Bellecour,Escalier mécanique  de la mezzanine sud (côté Antonin Poncet) jusqu'à la sortie place Antonin Poncet (face à la Poste),Escalier,,Entretien programmé,Mercredi 30 avril 2025 à 11:00,2025/04/30,11:00,20250414-0958
A,Flachet - Alain Gilles,"Ascenseur n°182 direction Vaulx-en-Velin La Soie, accès cours Emile Zola",Ascenseur,182,Panne,Mercredi 30 avril 2025 à 17:30,2025/04/30,17:30,20250414-0958
A,Flachet - Alain Gilles,Escalier mécanique  du quai direction Perrache jusqu'à la sortie cours Emile Zola,Escalier,,Panne,Lundi 21 avril 2025 à 17:30,2025/04/21,17:30,20250414-0958
A,Laurent Bonnevay,Ascenseur n°169 Parc Relais,Ascenseur,169,Panne,Lundi 14 avril 2025 à 06:30,2025/04/14,06:30,20250414-0958
A,Laurent Bonnevay,Escalier mécanique  de la mezzanine piéton jusqu'au quai de départ de la ligne A direction Perrache,Escalier,,Panne,Mardi 15 avril 2025 à 17:30,2025/04/15,17:30,20250414-0958
A,Laurent Bonnevay,"Escalier mécanique  de la passerelle piéton, venant de la gare routière bus, jusqu'à la mezzanine piéton",Escalier,,Panne,Lundi 14 avril 2025 à 16:30,2025/04/14,16:30,20250414-0958
A,Charpennes Charles Hernu,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la place Charles Hernu,Escalier,,Panne,Dimanche 25 mai 2025 à 17:30,2025/05/25,17:30,20250414-0958
B,Gare Part-Dieu V.Merle,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la mezzanine niveau centre commercial,Escalier,,Panne,Dimanche 11 mai 2025 à 19:30,2025/05/11,19:30,20250414-0958
B,Jean Macé,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la sortie place Jean Macé (côté rue Parmentier),Escalier,,Panne,Lundi 14 avril 2025 à 17:30,2025/04/14,17:30,20250414-0958
B,Debourg,Ascenseur n°472 direction Charpennes et accès avenue Jean Jaurès,Ascenseur,472,Panne,Mercredi 14 mai 2025 à 17:30,2025/05/14,17:30,20250414-0958
B,Debourg,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la sortie avenue Jean Jaures,Escalier,,Panne,Vendredi 30 mai 2025 à 17:30,2025/05/30,17:30,20250414-0958
B,Debourg,Escalier mécanique  du quai direction Charpennes jusqu'à la sortie avenue Jean Jaures,Escalier,,Accès fermé pour travaux,Lundi 14 avril 2025 à 07:00,2025/04/14,07:00,20250414-0958
B,Place Jean Jaurès,Ascenseur n°462 direction Charpennes et accès avenue Jean Jaurès,Ascenseur,462,Panne,Samedi 31 mai 2025 à 17:30,2025/05/31,17:30,20250414-0958
