ligne,arret,equipement_impacte,type_equipement,id,cause,remise_en_service,date,heure,execution_time
A,Bellecour,"Ascenseur n°261 direction Vaulx-en-Velin La Soie, correspondance ligne A direction Perrache et  ligne D, direction Gare de Vénissieux ou Gare de Vaise",Ascenseur,261,Panne,Mercredi 30 avril 2025 à 14:30,2025/04/30,14:30,20250327-1433
A,Bellecour,Escalier mécanique  du quai direction Vaulx-en-Velin La Soie jusqu'à la sortie place Bellecour,Escalier,,Panne,Lundi 31 mars 2025 à 19:30,2025/03/31,19:30,20250327-1433
A,Bellecour,Escalier mécanique  du by-pass de correspondance ligne D / ligne A jusqu'au quai ligne A direction Vaulx-en-Velin La Soie,Escalier,,Entretien programmé,Lundi 31 mars 2025 à 15:30,2025/03/31,15:30,20250327-1433
A,Bellecour,Escalier mécanique  du quai central jusqu'à la mezzanine sud (côté Antonin Poncet),Escalier,,Panne,Lundi 31 mars 2025 à 19:30,2025/03/31,19:30,20250327-1433
A,Bellecour,Escalier mécanique  de la mezzanine sud (côté Antonin Poncet) jusqu'à la sortie place Antonin Poncet (face à la Poste),Escalier,,Entretien programmé,Lundi 31 mars 2025 à 11:00,2025/03/31,11:00,20250327-1433
A,Laurent Bonnevay,Ascenseur n°169 Parc Relais,Ascenseur,169,Panne,Jeudi 27 mars 2025 à 16:30,2025/03/27,16:30,20250327-1433
A,Laurent Bonnevay,Escalier mécanique  de la mezzanine piéton jusqu'au quai de départ de la ligne A direction Perrache,Escalier,,Vandalisme,Jeudi 27 mars 2025 à 16:30,2025/03/27,16:30,20250327-1433
A,Gratte Ciel,Escalier mécanique  du quai direction Perrache jusqu'à la sortie cours Emile Zola,Escalier,,Accès fermé pour travaux,Jeudi 27 mars 2025 à 16:30,2025/03/27,16:30,20250327-1433
A,Flachet - Alain Gilles,"Ascenseur n°182 direction Vaulx-en-Velin La Soie, accès cours Emile Zola",Ascenseur,182,Panne,Lundi 31 mars 2025 à 17:30,2025/03/31,17:30,20250327-1433
A,Flachet - Alain Gilles,Escalier mécanique  du quai direction Perrache jusqu'à la sortie cours Emile Zola,Escalier,,Panne,Jeudi 27 mars 2025 à 16:00,2025/03/27,16:00,20250327-1433
A,Hôtel de Ville L. Pradel,"Ascenseur n°242 direction Vaulx-en-Velin La Soie, correspondance ligne A / ligne C direction Cuire, accès Mairie Annexe",Ascenseur,242,Panne,Dimanche 13 avril 2025 à 17:30,2025/04/13,17:30,20250327-1433
A,Cordeliers,Ascenseur n°251 direction Perrache et accès place des Cordeliers,Ascenseur,251,Accès fermé pour travaux,Jeudi 27 mars 2025 à 16:30,2025/03/27,16:30,20250327-1433
A,Cordeliers,Escalier mécanique  du quai direction Perrache jusqu'à la sortie rue de la République,Escalier,,Panne,Jeudi 27 mars 2025 à 15:30,2025/03/27,15:30,20250327-1433
A,Cordeliers,Escalier mécanique  du quai direction Vaulx-en-Velin La Soie jusqu'à la sortie place des Cordeliers,Escalier,,Panne,Jeudi 27 mars 2025 à 15:30,2025/03/27,15:30,20250327-1433
B,Gare Part-Dieu V.Merle,Escalier mécanique  de la sortie de la gare de la Part Dieu jusqu'à la mezzanine niveau Point Contact (par couloir de liaison),Escalier,,Panne,Jeudi 27 mars 2025 à 12:00,2025/03/27,12:00,20250327-1433
B,Stade de Gerland Le LOU,Escalier mécanique  de la mezzanine niveau Point Contact jusqu'au quai direction Charpennes,Escalier,,Panne,Dimanche 30 mars 2025 à 17:30,2025/03/30,17:30,20250327-1433
B,Stade de Gerland Le LOU,Escalier mécanique  de la mezzanine niveau Point Contact jusqu'à la sortie avenue Jean Jaurès,Escalier,,Panne,Jeudi 27 mars 2025 à 17:30,2025/03/27,17:30,20250327-1433
B,Debourg,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la sortie avenue Jean Jaures,Escalier,,Panne,Mercredi 30 avril 2025 à 17:30,2025/04/30,17:30,20250327-1433
B,Debourg,Escalier mécanique  du quai direction Charpennes jusqu'à la sortie avenue Jean Jaures,Escalier,,Panne,Mardi 15 avril 2025 à 14:30,2025/04/15,14:30,20250327-1433
