ligne,arret,equipement_impacte,type_equipement,id,cause,remise_en_service,date,heure,execution_time
D,Guillotière Gabriel Péri,Escalier mécanique  de la mezzanine (côté quai direction Gare de Vaise) jusqu'à la sortie cours Gambetta,Escalier,,Panne,Dimanche 13 avril 2025 à 16:30,2025/04/13,16:30,20250410-0833
D,Guillotière Gabriel Péri,Escalier mécanique  du quai direction Gare de Vaise jusqu'à la mezzanine,Escalier,,Panne,Dimanche 13 avril 2025 à 19:00,2025/04/13,19:00,20250410-0833
D,Guillotière Gabriel Péri,Escalier mécanique  du quai direction Gare de Vénissieux jusqu'à la mezzanine,Escalier,,Panne,Dimanche 13 avril 2025 à 15:30,2025/04/13,15:30,20250410-0833
D,Saxe - Gambetta,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la mezzanine nord (niveau ligne D direction Gare de Vaise),Escalier,,Panne,Mercredi 30 avril 2025 à 14:30,2025/04/30,14:30,20250410-0833
D,Saxe - Gambetta,Escalier mécanique  du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la mezzanine sud (niveau sortie avenue Jean Jaurès),Escalier,,Panne,Samedi 31 mai 2025 à 17:30,2025/05/31,17:30,20250410-0833
D,Saxe - Gambetta,Escalier mécanique  du quai direction Charpennes jusqu'à la mezzanine sud (niveau sortie avenue Jean Jaurès),Escalier,,Panne,Samedi 31 mai 2025 à 17:30,2025/05/31,17:30,20250410-0833
D,Saxe - Gambetta,Escalier mécanique  de la mezzanine nord (niveau ligne D direction Gare de Vaise) jusqu'à la sortie angle avenue Jean Jaurès / avenue de Saxe,Escalier,,Panne,Mardi 15 avril 2025 à 15:00,2025/04/15,15:00,20250410-0833
D,Saxe - Gambetta,Escalier mécanique  de la mezzanine sud  jusqu'à la sortie avenue Jean Jaurès,Escalier,,Panne,Samedi 31 mai 2025 à 17:30,2025/05/31,17:30,20250410-0833
D,Sans Souci,Escalier mécanique  du quai direction Gare de Vénissieux jusqu'à la sortie cours Albert Thomas,Escalier,,Entretien programmé,Vendredi 30 mai 2025 à 18:00,2025/05/30,18:00,20250410-0833
D,Gare de Vénissieux,Escalier mécanique  de la mezzanine vers le quai de départ direction Gare de Vaise,Escalier,,Entretien programmé,Mardi 15 avril 2025 à 12:00,2025/04/15,12:00,20250410-0833
D,Valmy,Escalier mécanique  de la mezzanine jusqu'à la sortie place Valmy,Escalier,,Entretien programmé,Lundi 30 juin 2025 à 18:00,2025/06/30,18:00,20250410-0833
D,Vieux Lyon Cat. St-Jean,"Escalier mécanique  de la mezzanine niveau -3 (correspondance ligne D direction Gare de Vaise ou Gare de Vénissieux) jusqu'à la mezzanine niveau Point Contact, accès rue du Doyenné.",Escalier,,Accès fermé pour travaux,Jeudi 10 avril 2025 à 10:30,2025/04/10,10:30,20250410-0833
D,Grange Blanche,Escalier mécanique  de place d'Arsonval (descente de bus) jusqu'à la mezzanine face à la croissanterie,Escalier,,Entretien programmé,Dimanche 13 avril 2025 à 16:00,2025/04/13,16:00,20250410-0833
D,Grange Blanche,Escalier mécanique  de la mezzanine côté hôpital Edouard Herriot jusqu'à la sortie Hôpital Edouard Herriot,Escalier,,Panne,Vendredi 30 mai 2025 à 07:30,2025/05/30,07:30,20250410-0833
D,Grange Blanche,Escalier mécanique  de la mezzanine jusqu'à la sortie place d' Arsonval (départ bus),Escalier,,Entretien programmé,Mercredi 23 avril 2025 à 15:30,2025/04/23,15:30,20250410-0833
D,Gorge de Loup,"Ascenseur n°821 direction Gare de Vaise, accès Gare Routière ou Parc Relais",Ascenseur,821,Panne,Jeudi 10 avril 2025 à 10:30,2025/04/10,10:30,20250410-0833
D,Gorge de Loup,"Ascenseur n°822 direction Gare de Vénissieux, correspondance quai direction Gare de Vaise, accès Gare Routière ou Gare SNCF et rue Sergent Michel Berthet",Ascenseur,822,Entretien programmé,Dimanche 13 avril 2025 à 16:30,2025/04/13,16:30,20250410-0833
D,Gorge de Loup,"Escalier mécanique  sortie Place Basse (côté agence commerciale) niveau Parc Relais, jusqu'à la mezzanine niveau départ gare de bus, rue Sergent Michel Berthet",Escalier,,Panne,Samedi 10 mai 2025 à 10:30,2025/05/10,10:30,20250410-0833
D,Bellecour,"Ascenseur n°261 direction Vaulx-en-Velin La Soie, correspondance ligne A direction Perrache et  ligne D, direction Gare de Vénissieux ou Gare de Vaise",Ascenseur,261,Panne,Mercredi 30 avril 2025 à 14:30,2025/04/30,14:30,20250410-0833
D,Bellecour,Escalier mécanique  du quai direction Vaulx-en-Velin La Soie jusqu'à la sortie place Bellecour,Escalier,,Panne,Mercredi 30 avril 2025 à 19:30,2025/04/30,19:30,20250410-0833
D,Bellecour,Escalier mécanique  du by-pass de correspondance ligne D / ligne A jusqu'au quai ligne A direction Vaulx-en-Velin La Soie,Escalier,,Entretien programmé,Mercredi 30 avril 2025 à 15:30,2025/04/30,15:30,20250410-0833
D,Bellecour,Escalier mécanique  du quai central jusqu'à la mezzanine sud (côté Antonin Poncet),Escalier,,Panne,Mercredi 30 avril 2025 à 19:30,2025/04/30,19:30,20250410-0833
D,Bellecour,Escalier mécanique  de la mezzanine sud (côté Antonin Poncet) jusqu'à la sortie place Antonin Poncet (face à la Poste),Escalier,,Entretien programmé,Mercredi 30 avril 2025 à 11:00,2025/04/30,11:00,20250410-0833
D,Laennec,Escalier mécanique  du quai direction Gare de Vaise jusqu'à la sortie rue Guillaume Paradin,Escalier,,Entretien programmé,Jeudi 15 mai 2025 à 19:30,2025/05/15,19:30,20250410-0833
D,Laennec,Escalier mécanique  du quai direction Gare de Vénissieux jusqu'à la sortie rue Guillaume Paradin,Escalier,,Entretien programmé,Jeudi 15 mai 2025 à 18:00,2025/05/15,18:00,20250410-0833
D,Garibaldi,Escalier mécanique  du quai direction Gare de Vaise jusqu'à la mezzanine,Escalier,,Panne,Mercredi 30 avril 2025 à 14:30,2025/04/30,14:30,20250410-0833
D,Garibaldi,Escalier mécanique  du quai direction Gare de Vénissieux jusqu'à la mezzanine,Escalier,,Entretien programmé,Samedi 31 mai 2025 à 20:30,2025/05/31,20:30,20250410-0833
F1,Vieux Lyon Cat. St-Jean,"Escalier mécanique  de la mezzanine niveau -3 (correspondance ligne D direction Gare de Vaise ou Gare de Vénissieux) jusqu'à la mezzanine niveau Point Contact, accès rue du Doyenné.",Escalier,,Accès fermé pour travaux,Jeudi 10 avril 2025 à 09:30,2025/04/10,09:30,20250410-0833
F2,Vieux Lyon Cat. St-Jean,"Escalier mécanique  de la mezzanine niveau -3 (correspondance ligne D direction Gare de Vaise ou Gare de Vénissieux) jusqu'à la mezzanine niveau Point Contact, accès rue du Doyenné.",Escalier,,Accès fermé pour travaux,Jeudi 10 avril 2025 à 09:30,2025/04/10,09:30,20250410-0833
