ligne,arret,equipement_impacte,type_equipement,id,cause,remise_en_service,date,heure,execution_time
A,Cusset,Escalier mécanique  du quai direction Perrache jusqu'à la sortie Rue Pierre Voyant,Escalier,,Panne,Lundi 31 mars 2025 à 10:00,2025/03/31,10:00,20250331-1012
A,Flachet - Alain Gilles,"Ascenseur n°182 direction Vaulx-en-Velin La Soie, accès cours Emile Zola",Ascenseur,182,Panne,Vendredi 4 avril 2025 à 17:30,2025/04/04,17:30,20250331-1012
A,Flachet - Alain Gilles,Escalier mécanique  du quai direction Perrache jusqu'à la sortie cours Emile Zola,Escalier,,Panne,Lundi 31 mars 2025 à 10:00,2025/03/31,10:00,20250331-1012
A,Laurent Bonnevay,Ascenseur n°169 Parc Relais,Ascenseur,169,Panne,Lundi 31 mars 2025 à 10:30,2025/03/31,10:30,20250331-1012
A,Masséna,Ascenseur n°221 direction Perrache et accès cours Vitton,Ascenseur,221,Panne,Mercredi 2 avril 2025 à 17:30,2025/04/02,17:30,20250331-1012
A,Hôtel de Ville L. Pradel,"Ascenseur n°242 direction Vaulx-en-Velin La Soie, correspondance ligne A / ligne C direction Cuire, accès Mairie Annexe",Ascenseur,242,Panne,Dimanche 13 avril 2025 à 17:30,2025/04/13,17:30,20250331-1012
A,Bellecour,"Ascenseur n°261 direction Vaulx-en-Velin La Soie, correspondance ligne A direction Perrache et  ligne D, direction Gare de Vénissieux ou Gare de Vaise",Ascenseur,261,Panne,Mercredi 30 avril 2025 à 14:30,2025/04/30,14:30,20250331-1012
A,Bellecour,Escalier mécanique  du quai direction Vaulx-en-Velin La Soie jusqu'à la sortie place Bellecour,Escalier,,Panne,Mercredi 30 avril 2025 à 19:30,2025/04/30,19:30,20250331-1012
A,Bellecour,Escalier mécanique  du by-pass de correspondance ligne D / ligne A jusqu'au quai ligne A direction Vaulx-en-Velin La Soie,Escalier,,Entretien programmé,Mercredi 30 avril 2025 à 15:30,2025/04/30,15:30,20250331-1012
A,Bellecour,Escalier mécanique  de la mezzanine niveau Point Contact jusqu'au quai ligne A direction Perrache,Escalier,,Entretien programmé,Lundi 31 mars 2025 à 10:30,2025/03/31,10:30,20250331-1012
