id;date_maj;code_lieu;code_station;nom_station;code_equipement;type_equipement;equipement;debut_indispo;cause;consequence;fin_indispo;gid;last_update_fme
27;2025-05-06 12:04:00;5181;77;Garibaldi;7701;ESCALIER;du quai direction Gare de Vaise jusqu'à la mezzanine;2025-04-27 00:00:00;Panne;.;2025-05-11 10:30:00;12311221;2025-05-06 12:05:03
28;2025-05-06 12:04:00;5181;77;Garibaldi;7702;ESCALIER;du quai direction Gare de Vénissieux jusqu'à la mezzanine;2024-11-17 00:00:00;Entretien programmé;.;2025-05-31 20:30:00;12311222;2025-05-06 12:05:03
29;2025-05-06 12:04:00;5040;82;Gorge de Loup;821;ASCENSEUR;direction Gare de Vaise, accès Gare Routière ou Parc Relais;2025-05-05 00:00:00;Panne;Accès impossible direction Gare de Vaise.;2025-05-13 10:30:00;12311223;2025-05-06 12:05:03
30;2025-05-06 12:04:00;5040;82;Gorge de Loup;822;ASCENSEUR;direction Gare de Vénissieux, correspondance quai direction Gare de Vaise, accès Gare Routière ou Gare SNCF et rue Sergent Michel Berthet;2025-04-28 00:00:00;Entretien programmé;Accès impossible direction Gare de Vénissieux;2025-05-10 08:30:00;12311224;2025-05-06 12:05:03
31;2025-05-06 12:04:00;5040;82;Gorge de Loup;8205;ESCALIER;sortie Place Basse (côté agence commerciale) niveau Parc Relais, jusqu'à la mezzanine niveau départ gare de bus, rue Sergent Michel Berthet;2025-03-21 00:00:00;Panne;.;2025-06-30 10:30:00;12311225;2025-05-06 12:05:03
32;2025-05-06 12:04:00;5041;74;Grange Blanche;7401;ESCALIER;de place d'Arsonval (descente de bus) jusqu'à la mezzanine face à la croissanterie;2025-03-18 00:00:00;Entretien programmé;.;2025-05-15 16:00:00;12311226;2025-05-06 12:05:03
33;2025-05-06 12:04:00;5041;74;Grange Blanche;7402;ESCALIER;de la mezzanine côté hôpital Edouard Herriot jusqu'à la sortie Hôpital Edouard Herriot;2024-12-13 00:00:00;Panne;.;2025-06-30 07:30:00;12311227;2025-05-06 12:05:03
34;2025-05-06 12:04:00;5062;73;Laennec;7301;ESCALIER;du quai direction Gare de Vaise jusqu'à la sortie rue Guillaume Paradin;2025-02-25 00:00:00;Entretien programmé;.;2025-05-15 19:30:00;12311228;2025-05-06 12:05:03
35;2025-05-06 12:04:00;5062;73;Laennec;7302;ESCALIER;du quai direction Gare de Vénissieux jusqu'à la sortie rue Guillaume Paradin;2025-04-04 00:00:00;Entretien programmé;.;2025-05-15 18:00:00;12311229;2025-05-06 12:05:03
36;2025-05-06 12:04:00;5083;75;Monplaisir Lumière;7502;ESCALIER;du quai direction Gare de Vénissieux jusqu'à la sortie cours Albert Thomas;2025-01-13 00:00:00;Entretien programmé;.;2025-05-30 09:30:00;12311230;2025-05-06 12:05:03
37;2025-05-06 12:04:00;5084;71;Parilly;7101;ESCALIER;du quai direction Gare de Vaise jusqu'à la sortie rue de La Fontaine;2025-04-05 00:00:00;Entretien programmé;.;2025-05-13 17:00:00;12311231;2025-05-06 12:05:03
38;2025-05-06 12:04:00;5091;76;Sans Souci;762;ASCENSEUR;direction Gare de Vénissieux, accès cours Albert Thomas;2025-05-05 00:00:00;Panne; Accès impossible direction Gare de Vénissieux;2025-05-06 19:00:00;12311232;2025-05-06 12:05:03
39;2025-05-06 12:04:00;5091;76;Sans Souci;7602;ESCALIER;du quai direction Gare de Vénissieux jusqu'à la sortie cours Albert Thomas;2025-05-06 00:00:00;Accès fermé pour travaux;.;2025-05-06 14:00:00;12311233;2025-05-06 12:05:03
40;2025-05-06 12:04:00;5094;83;Valmy;8302;ESCALIER;de la mezzanine jusqu'à la sortie place Valmy;2025-04-30 00:00:00;Entretien programmé;.;2025-07-14 13:00:00;12311234;2025-05-06 12:05:03
41;2025-05-06 12:04:00;5095;81;Vieux Lyon;8107;ESCALIER;de la mezzanine niveau -3 (correspondance ligne D direction Gare de Vaise ou Gare de Vénissieux) jusqu'à la mezzanine niveau Point Contact, accès rue du Doyenné.;2025-04-17 00:00:00;Panne;.;2025-05-09 20:30:00;12311235;2025-05-06 12:05:03
42;2025-05-06 12:04:00;5045;58;Hénon;581;ASCENSEUR;direction Cuire, accès Bd des Canuts;2025-05-02 00:00:00;Panne;Accès impossible direction Cuire;2025-05-07 10:30:00;12311236;2025-05-06 12:05:03
43;2025-05-06 12:04:00;5045;58;Hénon;5801;ESCALIER;du quai direction Cuire jusqu'à la sortie angle rue Hénon / boulevard des Canuts;2025-05-06 00:00:00;Panne;.;2025-05-06 13:30:00;12311237;2025-05-06 12:05:03
44;2025-05-06 12:04:00;5906;97;Manufacture Montluc;9701;ESCALIER;Liaison entre les quais d'arrivée et de départ;2025-05-05 00:00:00;Panne;.;2025-05-07 11:00:00;12311238;2025-05-06 12:05:03
45;2025-05-06 12:04:00;5240;96;IUT Feyssine;961;ASCENSEUR;Liaison entre les quais arrivée et départ et le Boulevard Laurent Bonnevay;2025-05-06 00:00:00;Accès fermé pour travaux;Liaison impossible;2025-05-06 14:00:00;12311239;2025-05-06 12:05:03
46;2025-05-06 12:04:00;5000;27;Ampère Victor Hugo;271;ASCENSEUR;direction Perrache, accès rue Victor Hugo;2025-05-04 00:00:00;Panne;Accès impossible direction Perrache;2025-05-06 17:30:00;12311240;2025-05-06 12:05:03
47;2025-05-06 12:04:00;5000;27;Ampère Victor Hugo;2702;ESCALIER;du quai direction Vaulx-en-Velin La Soie  jusqu'à la sortie rue Victor HUGO;2025-05-06 00:00:00;Entretien programmé;.;2025-05-06 12:30:00;12311241;2025-05-06 12:05:03
48;2025-05-06 12:04:00;5002;26;Bellecour;261;ASCENSEUR;direction Vaulx-en-Velin La Soie, correspondance ligne A direction Perrache et  ligne D, direction Gare de Vénissieux ou Gare de Vaise;2025-03-19 00:00:00;Panne;Pour correspondance ligne A direction Perrache et ligne D directions Gare de Vénissieux ou Gare de Vaise, utiliser les autres ascenseurs en passant par la surface;2025-05-15 14:30:00;12311242;2025-05-06 12:05:03
49;2025-05-06 12:04:00;5023;17;Cusset;171;ASCENSEUR;direction Perrache, accès mezzanine de correspondance direction Vaulx-en-Velin La Soie, accès cours Emile Zola;2025-05-06 00:00:00;Accès fermé pour travaux;Accès impossible direction Perrache.  Accès impossible cours Emile Zola .;2025-05-06 14:00:00;12311243;2025-05-06 12:05:03
50;2025-05-06 12:04:00;5024;18;Flachet;182;ASCENSEUR;direction Vaulx-en-Velin La Soie, accès cours Emile Zola;2025-02-03 00:00:00;Panne;Accès impossible direction Vaulx-en-Velin La Soie;2025-05-30 17:30:00;12311244;2025-05-06 12:05:03
51;2025-05-06 12:04:00;5024;18;Flachet;1801;ESCALIER;du quai direction Perrache jusqu'à la sortie cours Emile Zola;2025-04-17 00:00:00;Panne;.;2025-05-25 19:30:00;12311245;2025-05-06 12:05:03
52;2025-05-06 12:04:00;5101;16;Laurent Bonnevay;169;ASCENSEUR;Parc Relais;2025-05-06 00:00:00;Panne;Accès aux différents niveaux impossible;2025-05-06 14:00:00;12311246;2025-05-06 12:05:03
53;2025-05-06 12:04:00;5101;16;Laurent Bonnevay;162;ASCENSEUR;du quai direction Vaulx-en-Velin La Soie, accès à la mezzanine;2025-05-04 00:00:00;Panne;Accès impossible au quai direction Vaulx-en-Velin La Soie;2025-05-06 14:30:00;12311247;2025-05-06 12:05:03
54;2025-05-06 12:04:00;5101;16;Laurent Bonnevay;1602;ESCALIER;de la passerelle piéton, venant de la gare routière bus, jusqu'à la mezzanine piéton;2025-05-03 00:00:00;Panne;.;2025-05-09 10:30:00;12311248;2025-05-06 12:05:03
