id;date_maj;code_lieu;code_station;nom_station;code_equipement;type_equipement;equipement;debut_indispo;cause;consequence;fin_indispo;gid;last_update_fme
1;2025-05-06 10:54:00;5004;41;Brotteaux;4101;ESCALIER;de la mezzanine jusqu'à la sortie Gare des Brotteaux;2025-04-22 00:00:00;Panne;.;2025-05-06 17:30:00;12310563;2025-05-06 10:55:05
2;2025-05-06 10:54:00;5102;21;Charpennes;2103;ESCALIER;du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la place Charles Hernu;2025-04-10 00:00:00;Panne;.;2025-05-13 17:30:00;12310564;2025-05-06 10:55:05
3;2025-05-06 10:54:00;5220;47;Debourg;4701;ESCALIER;du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la sortie avenue Jean Jaures;2025-01-21 00:00:00;Panne;.;2025-05-30 17:30:00;12310565;2025-05-06 10:55:05
4;2025-05-06 10:54:00;5904;50;Gare d'Oullins;5001;ESCALIER;correspondance entre le quai d'arrivée et la mezzanine;2025-05-06 00:00:00;Panne;.;2025-05-06 13:00:00;12310566;2025-05-06 10:55:05
5;2025-05-06 10:54:00;5520;42;Gare Part-Dieu V.Merle;4206;ESCALIER;du quai direction Charpennes (par couloir de liaison direction gare de la Part Dieu) jusqu'à la mezzanine niveau Point Contact.;2025-04-15 00:00:00;Panne;.;2025-05-15 17:30:00;12310567;2025-05-06 10:55:05
6;2025-05-06 10:54:00;5160;45;Jean Macé;451;ASCENSEUR;direction St-Genis-Laval Hôpital Lyon Sud et accès place Jean Macé;2025-05-05 00:00:00;Panne;Accès impossible direction Gare d'Oullins;2025-05-09 17:30:00;12310568;2025-05-06 10:55:05
7;2025-05-06 10:54:00;5160;45;Jean Macé;4501;ESCALIER;du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la sortie place Jean Macé (côté rue Parmentier);2025-03-20 00:00:00;Panne;.;2025-05-20 17:30:00;12310569;2025-05-06 10:55:05
8;2025-05-06 10:54:00;5043;43;Place Guichard;431;ASCENSEUR;direction St-Genis-Laval Hôpital Lyon Sud et accès place Guichard;2025-05-02 00:00:00;Entretien programmé;Accès impossible direction Gare d'Oullins;2025-08-02 12:30:00;12310570;2025-05-06 10:55:05
9;2025-05-06 10:54:00;5221;46;Place Jean Jaurès;462;ASCENSEUR;direction Charpennes et accès avenue Jean Jaurès;2025-03-25 00:00:00;Panne; Accès impossible direction Charpennes;2025-05-31 17:30:00;12310571;2025-05-06 10:55:05
10;2025-05-06 10:54:00;5221;46;Place Jean Jaurès;4601;ESCALIER;du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la sortie avenue Jean Jaures;2025-04-10 00:00:00;Panne;.;2025-05-25 17:30:00;12310572;2025-05-06 10:55:05
