date_debut_panne;heure_debut_panne;date_fin_panne;heure_fin_panne;ligne;station;num_equip;commentaire;motifs;type_equipement;annee_debut_panne;duree_indispo;jour_indispo;id
02/03/2025;19:12;04/03/2025;10:20;A;Ampère;Asc. 271;Problème de porte palière niveau rue;Panne;ascenseur;2025;39.13333333333333;1.6305555555555555;271.0
03/03/2025;17:42;06/03/2025;11:55;B;Debourg;Asc. 471;Contacteur HS + moteur court-circuit;Panne;ascenseur;2025;66.21666666666667;2.759027777777778;471.0
03/03/2025;;12/03/2025;14:32;B;Part Dieu;Esc. 4201;Moteur HS bobinage court-circuit;Panne;escalier;2025;;;4201.0
07/03/2025;15:47;12/03/2025;;T4;Manufacture;Esc. 9701;DP HS;Panne;escalier;2025;;;9701.0
08/03/2025;;19/03/2025;21:45;A;Ampère;Esc. 2702;Main courant droit HS;Panne;escalier;2025;;;2702.0
09/03/2025;22:00;30/03/2025;15:06;B;Stade de Gerland;Esc. 4803;Galet guide de marche bas droit + roulement tourteau bas HS;Usure;escalier;2025;497.1;20.712500000000002;4803.0
10/03/2025;11:56;13/03/2025;08:40;A;Laurent Bonnevay ;Asc. 161;Cellule HS;Panne;ascenseur;2025;68.73333333333333;2.863888888888889;161.0
11/03/2025;;30/04/2025;;T1;IUT Feyssine;Asc. 961;Travaux T6/T9;Amélioration;ascenseur;2025;;;961.0
11/03/2025;07:46;11/03/2025;17:10;D;Gare de Vénissieux ;Esc. 7002;Revêtement PPP ne tient que par un rivet + une marche HS;CR DEKRA;escalier;2025;9.4;0.39166666666666666;7002.0
12/03/2025;11:35;06/04/2025;;D;Gorge de loup;Asc. 822;Poulie + câbles traction HS;CR DEKRA;ascenseur;2025;;;822.0
12/03/2025;12:05;02/04/2025;12:10;F;Minimes;Asc. 923;Vandalisme vitre cassée;Vandalisme ;ascenseur;2025;504.0833333333333;21.00347222222222;923.0
12/03/2025;11:15;13/03/2025;16:00;A;Bellecour;Esc. 2610;Main courante bloquée;Panne;escalier;2025;28.75;1.1979166666666667;2610.0
18/03/2025;13:30;13/04/2025;;D;Grange Blanche;Esc. 7401;Guide de main courante courbe haute courbe basse HS;CR DEKRA;escalier;2025;;;7401.0
19/03/2025;10:30;30/04/2025;;D;Bellecour;Asc. 261;Fuite huile + chassis oxydé;CR DEKRA;ascenseur;2025;;;261.0
20/03/2025;;13/04/2025;;B;Jean Macé;Esc. 4501;Guide courbe main courante HS basse et haute ;Panne;escalier;2025;;;4501.0
21/03/2025;10:40;24/03/2025;11:30;B;Guichard ;Esc. 4302;Rupture marches inferieures ;Panne;escalier;2025;72.83333333333333;3.034722222222222;4302.0
21/03/2025;08:08;10/05/2025;;D;Gorge de loup ;Esc. 8205 ;"Peignes hauts HS + nez de marche
Pignons de sortie de réducteur HS";Panne;escalier;2025;;;8205.0
22/03/2025;20:40;08/04/2025;11:25;A;Hotel de ville ;Asc. 242;VF HS + moteur ;Panne;ascenseur;2025;398.75;16.614583333333332;242.0
24/03/2025;13:45;25/03/2025;10:31;A;Gratte ciel ;Esc. 1901;probleme automate Em ne demarre plus  ;Panne;escalier;2025;20.766666666666666;0.8652777777777777;1901.0
25/03/2025;09:52;31/03/2025;16:57;D;Parilly;Asc. 711;Carte manoeuvre HS ;Panne;ascenseur;2025;151.08333333333334;6.295138888888889;711.0
25/03/2025;08:34;31/03/2025;07:53;D;Monplaisir Lumiere;Asc. 751;Personnes bloquées operateur de porte hs ;Panne;ascenseur;2025;143.31666666666666;5.971527777777777;751.0
25/03/2025;13:25;10/04/2025;12:00;D;Guillotière;Esc. 7903;Réglage plaque porte peigne sur Dekra;CR DEKRA;escalier;2025;382.5833333333333;15.940972222222221;7903.0
25/03/2025;15:15;13/04/2025;;D;Guillotière;Esc. 7904;Jeu entre marche sup à 6mm + cache de DP manquant;CR DEKRA;escalier;2025;;;7904.0
27/03/2025;14:00;01/04/2025;17:45;B;Part Dieu;Esc. 4210;Main courante de droite déjantée sur toute la longueur, Main courante droite HS, Guide MC haut droit HS;Panne;escalier;2025;123.75;5.15625;4210.0
29/03/2025;05:15;31/03/2025;15:30;A;Laurent Bonnevay;Esc. 1601;Serrure boitier HS;Panne;escalier;2025;58.25;2.4270833333333335;1601.0
30/03/2025;05:20;31/03/2025;14:00;A;Massena;Asc. 221;Serrure toit cabine cassée;Panne;ascenseur;2025;32.666666666666664;1.361111111111111;221.0
30/03/2025;00:10;07/04/2025;16:15;D;Gare de Vénissieux ;Esc. 7002;Peignes haut et bas cassés;Panne;escalier;2025;208.08333333333334;8.67013888888889;7002.0
31/03/2025;09:30;27/04/2025;;A;Cusset;Asc. 171;Poulie de renvoie haute HS;Panne;ascenseur;2025;;;171.0
