Date màj;Code lieu;Code station;Nom station;Code équipement;Type équipement;Equipement;Début indispo;Cause;Conséquence;Fin indispo
2024-12-17 00:44:00;5102;21;Charpennes;212;ASCENSEUR;du quai direction Vaulx-en-Velin La Soie, correspondance ligne B direction Gare d'Oullins et accès cours Emile Zola;2024-12-17;Panne;Accès impossible direction Vaulx-en-Velin La Soie, correspondance ligne A direction Vaulx-en-Velin La Soie / ligne B impossible;2024-12-17 02:30:00
2024-12-17 00:44:00;5102;21;Charpennes;2102;ESCALIER;du quai direction Vaulx-en-Velin La Soie jusqu'à la sortie angle cours Emile Zola / rue des Emeraudes;2024-11-04;Panne;.;2025-01-28 15:00:00
2024-12-17 00:44:00;5220;47;Debourg;4702;ESCALIER;du quai direction Charpennes jusqu'à la sortie avenue Jean Jaures;2024-11-12;Panne;.;2025-01-15 07:30:00
2024-12-17 00:44:00;5904;50;Gare d'Oullins;501;ASCENSEUR;correspondance entre le quai d'arrivée et la mezzanine;2024-12-17;Panne;Sortie de la station impossible;2024-12-17 02:30:00
2024-12-17 00:44:00;5904;50;Gare d'Oullins;503;ASCENSEUR;correspondance entre la mezzanine et la rue côté Quai 1;2024-12-17;Panne;Accès à la station et accès SNCF impossibles;2024-12-17 02:30:00
2024-12-17 00:44:00;5520;42;Gare Part-Dieu V.Merle;4203;ESCALIER;de la mezzanine niveau centre commercial jusqu'au quai direction St-Genis-Laval Hôpital Lyon Sud;2024-12-16;Panne;.;2024-12-17 22:00:00
2024-12-17 00:44:00;5520;42;Gare Part-Dieu V.Merle;4210;ESCALIER;de la sortie de la gare de la Part Dieu jusqu'à la mezzanine niveau Point Contact (par couloir de liaison);2024-10-28;Panne;.;2025-01-31 12:30:00
2024-12-17 00:44:00;5160;45;Jean Macé;4502;ESCALIER;Place Jean Macé face, à la rue Professeur Grignard;2024-09-18;Panne;.;2025-01-31 23:30:00
2024-12-17 00:44:00;5936;51;Oullins Centre;511;ASCENSEUR;entre le quai direction St-Genis-Laval Hôpital Lyon Sud et la mezzanine supérieure;2024-12-17;Panne;connexion impossible entre le quai direction St-Genis-Laval Hôpital Lyon Sud et la mezzanine supérieure;2024-12-17 02:30:00
2024-12-17 00:44:00;5936;51;Oullins Centre;513;ASCENSEUR;entre la mezzanine supérieure et la place Anatole France;2024-11-07;Entretien programmé;connexion impossible entre la mezzanine supérieure et la place Anatole France, et correspondance impossible avec les ascenseurs reliant les quais et la mezzanine supérieure;2024-12-22 12:00:00
2024-12-17 00:44:00;5936;51;Oullins Centre;5105;ESCALIER;entre la mezzanine supérieure et la place Anatole France côté rue de la République;2024-12-15;Panne;emprunter l'autre escalier mécanique si disponible (escalier n°5107 entre la mezzanine supérieure et la place Anatole France côté rue Voltaire);2024-12-17 12:00:00
2024-12-17 00:44:00;5221;46;Place Jean Jaurès;4601;ESCALIER;du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la sortie avenue Jean Jaures;2024-10-09;Panne;.;2025-01-31 21:00:00
2024-12-17 00:44:00;5221;46;Place Jean Jaurès;4602;ESCALIER;du quai direction Charpennes jusqu'à la sortie avenue Jean Jaures;2024-11-02;Panne;.;2025-01-31 22:30:00
2024-12-17 00:44:00;5200;48;Stade de Gerland Le LOU;481;ASCENSEUR;correspondance entre le quai direction St-Genis-Laval Hôpital Lyon Sud et la mezzanine;2024-12-17;Panne;Accès impossible direction Gare d'Oullins;2024-12-17 02:30:00
2024-12-17 00:44:00;5200;48;Stade de Gerland Le LOU;483;ASCENSEUR;correspondance entre la mezzanine et l'avenue Jean Jaurès;2024-12-10;Panne; Accès station impossible;2025-01-10 07:30:00
2024-12-17 00:44:00;5200;48;Stade de Gerland Le LOU;4802;ESCALIER;de la mezzanine niveau Point Contact jusqu'au quai direction Charpennes;2024-10-23;Panne;.;2025-01-31 11:30:00
2024-12-17 00:44:00;5937;52;St-Genis Hôp. Lyon Sud;521;ASCENSEUR;entre le quai direction St-Genis-Laval Hôpital Lyon Sud et la surface;2024-12-16;Panne;sortie impossible de la station;2024-12-17 23:00:00
2024-12-17 00:44:00;5002;26;Bellecour;265;ASCENSEUR;mezzanine sur quai ligne D;2024-12-17;Panne;Pour accès et correspondances métros A et D, utiliser les autres ascenseurs en passant par la surface;2024-12-17 02:30:00
2024-12-17 00:44:00;5002;26;Bellecour;2607;ESCALIER;du quai central jusqu'à la mezzanine sud (côté Antonin Poncet);2024-12-16;Accès fermé pour travaux;.;2024-12-17 03:00:00
2024-12-17 00:44:00;5103;84;Gare de Vaise;8406;ESCALIER;de la mezzanine sud (côté Point Contact)  jusqu'à la Gare Routière;2024-12-16;Accès fermé pour travaux;.;2024-12-17 03:00:00
2024-12-17 00:44:00;5103;84;Gare de Vaise;8403;ESCALIER;du quai d'arrivée jusqu'à la mezzanine nord (côté gare routière);2024-12-16;Panne;.;2024-12-17 10:30:00
2024-12-17 00:44:00;5103;84;Gare de Vaise;8402;ESCALIER;sortie rue du 24 mars 1852.;2024-12-16;Panne;.;2024-12-17 01:30:00
2024-12-17 00:44:00;5103;84;Gare de Vaise;8407;ESCALIER;de la Gare Routière jusqu'à la mezzanine sud (côté Point Contact);2024-12-12;Panne;.;2024-12-21 16:30:00
2024-12-17 00:44:00;5103;84;Gare de Vaise;8408;ESCALIER;de la mezzanine sud (côté Point Contact) jusqu'à la sortie place de Paris;2024-12-12;Panne;.;2024-12-21 16:30:00
2024-12-17 00:44:00;5104;70;Gare de Vénissieux;7003;ESCALIER;de la mezzanine vers la passerelle SNCF;2024-12-12;Panne;.;2025-01-15 15:30:00
2024-12-17 00:44:00;5181;77;Garibaldi;771;ASCENSEUR;direction Gare de Vaise, correspondance avec le quai direction Gare de Vénissieux;2024-12-17;Panne;Accès impossible direction Gare de Vaise.;2024-12-17 02:30:00
2024-12-17 00:44:00;5181;77;Garibaldi;772;ASCENSEUR;direction  Gare de Vénissieux, correspondance avec le quai direction Gare de Vaise, accès cours Albert Thomas;2024-12-17;Panne;Station inaccessible ;2024-12-17 02:30:00
2024-12-17 00:44:00;5181;77;Garibaldi;7702;ESCALIER;du quai direction Gare de Vénissieux jusqu'à la mezzanine;2024-11-17;Entretien programmé;.;2024-12-21 17:00:00
2024-12-17 00:44:00;5181;77;Garibaldi;7704;ESCALIER;de la mezzanine jusqu'à la sortie cours Gambetta;2024-12-09;Entretien programmé;.;2024-12-21 14:00:00
2024-12-17 00:44:00;5040;82;Gorge de Loup;8205;ESCALIER;sortie Place Basse (côté agence commerciale) niveau Parc Relais, jusqu'à la mezzanine niveau départ gare de bus, rue Sergent Michel Berthet;2024-12-12;Panne;.;2025-01-10 15:00:00
2024-12-17 00:44:00;5041;74;Grange Blanche;7402;ESCALIER;de la mezzanine côté hôpital Edouard Herriot jusqu'à la sortie Hôpital Edouard Herriot;2024-12-13;Panne;.;2025-01-31 07:30:00
2024-12-17 00:44:00;5041;74;Grange Blanche;7406;ESCALIER;de la mezzanine jusqu'à la sortie place d' Arsonval (départ bus);2024-09-06;Entretien programmé;.;2024-12-21 13:30:00
2024-12-17 00:44:00;5044;79;Guillotière Gabriel Péri;7902;ESCALIER;de la mezzanine (côté quai direction Gare de Vénissieux) jusqu'à la sortie cours Gambetta;2024-12-13;Panne;.;2024-12-21 17:30:00
2024-12-17 00:44:00;5044;79;Guillotière Gabriel Péri;7901;ESCALIER;de la mezzanine (côté quai direction Gare de Vaise) jusqu'à la sortie cours Gambetta;2024-12-16;Panne;.;2024-12-17 10:30:00
2024-12-17 00:44:00;5044;79;Guillotière Gabriel Péri;7904;ESCALIER;du quai direction Gare de Vénissieux jusqu'à la mezzanine;2024-12-16;Panne;.;2024-12-17 10:30:00
2024-12-17 00:44:00;5062;73;Laennec;7302;ESCALIER;du quai direction Gare de Vénissieux jusqu'à la sortie rue Guillaume Paradin;2024-12-11;Entretien programmé;.;2024-12-21 11:00:00
2024-12-17 00:44:00;5082;72;Mermoz - Pinel;7201;ESCALIER;du quai direction Gare de Vaise jusqu'à la mezzanine;2024-12-13;Entretien programmé;.;2024-12-21 13:00:00
2024-12-17 00:44:00;5083;75;Monplaisir Lumière;7501;ESCALIER;du quai direction Gare de Vaise jusqu'à la sortie place Ambroise Courtois;2024-12-16;Entretien programmé;.;2025-01-15 18:30:00
2024-12-17 00:44:00;5094;83;Valmy;8301;ESCALIER;du quai central jusqu'à la mezzanine (sortie côté rue Marietton);2024-12-16;Panne;.;2024-12-17 03:00:00
2024-12-17 00:44:00;5095;81;Vieux Lyon;8107;ESCALIER;de la mezzanine niveau -3 (correspondance ligne D direction Gare de Vaise ou Gare de Vénissieux) jusqu'à la mezzanine niveau Point Contact, accès rue du Doyenné.;2024-12-07;Panne;.;2025-02-28 15:00:00
2024-12-17 00:44:00;5045;58;Hénon;581;ASCENSEUR;direction Cuire, accès Bd des Canuts;2024-12-17;Panne;Accès impossible direction Cuire;2024-12-17 02:30:00
2024-12-17 00:44:00;5023;17;Cusset;172;ASCENSEUR;du quai direction Vaulx-en-Velin La Soie jusqu'à la mezzanine et accès cours Emile Zola;2024-12-17;Panne;Accès impossible direction Vaulx-en-Velin La Soie;2024-12-17 02:30:00
2024-12-17 00:44:00;5024;18;Flachet;182;ASCENSEUR;direction Vaulx-en-Velin La Soie, accès cours Emile Zola;2024-12-17;Panne;Accès impossible direction Vaulx-en-Velin La Soie;2024-12-17 02:30:00
2024-12-17 00:44:00;5024;18;Flachet;1802;ESCALIER;du quai direction Vaulx-en-Velin La Soie jusqu'à la sortie cours Emile Zola;2024-12-13;Panne;.;2024-12-17 06:30:00
2024-12-17 00:44:00;5042;19;Gratte Ciel;192;ASCENSEUR;du quai direction Vaulx-en-Velin La Soie, accès cours Emile Zola;2024-12-17;Panne;Accès impossible direction Vaulx-en-Velin La Soie;2024-12-17 02:30:00
2024-12-17 00:44:00;5042;19;Gratte Ciel;1902;ESCALIER;du quai direction Vaulx-en-Velin La Soie jusqu'à la sortie square Henri Bertrand;2024-12-17;Panne;.;2024-12-17 02:30:00
2024-12-17 00:44:00;5101;16;Laurent Bonnevay;1602;ESCALIER;de la passerelle piéton, venant de la gare routière bus, jusqu'à la mezzanine piéton;2024-12-17;Panne;.;2024-12-17 02:30:00
2024-12-17 00:44:00;5183;20;République Villeurbanne;202;ASCENSEUR;du quai direction Vaulx-en-Velin La Soie, accès cours Emile Zola;2024-12-17;Panne;Accès impossible direction Vaulx-en-Velin La Soie;2024-12-17 02:30:00
2024-12-17 00:44:00;5564;15;Vaulx-en-Velin La Soie;152;ASCENSEUR;correspondance entre le quai d'arrivée et la Gare Routière;2024-12-17;Panne;Accès impossible à la Gare Routière;2024-12-17 02:30:00
