Date màj;Code lieu;Code station;Nom station;Code équipement;Type équipement;Equipement;Début indispo;Cause;Conséquence;Fin indispo
2025-03-09 13:39:00;5004;41;Brotteaux;411;ASCENSEUR;direction St-Genis-Laval Hôpital Lyon Sud, accès mezzanine de correspondance avec le quai direction Charpennes;2025-03-09;Panne;Accès impossible direction Gare d'Oullins;2025-03-09 16:00:00
2025-03-09 13:39:00;5004;41;Brotteaux;412;ASCENSEUR;du quai direction Charpennes, accès mezzanine de correspondance avec le quai direction St-Genis-Laval Hôpital Lyon Sud et accès place Jules Ferry;2025-03-09;Panne;Accès impossible à la station;2025-03-09 16:00:00
2025-03-09 13:39:00;5102;21;Charpennes;213;ASCENSEUR;du quai direction St-Genis-Laval Hôpital Lyon Sud, correspondance ligne A direction Perrache par le couloir de liaison, accès Place Charles Hernu.;2025-03-09;Panne;Accès direct ligne B direction Gare d'Oullins impossible. Emprunter l'ascenseur numéro 211 de la ligne A quai direction Perrache et revenir par le couloir de liaison;2025-03-09 16:00:00
2025-03-09 13:39:00;5102;21;Charpennes;212;ASCENSEUR;du quai direction Vaulx-en-Velin La Soie, correspondance ligne B direction Gare d'Oullins et accès cours Emile Zola;2025-02-13;Panne;Accès impossible direction Vaulx-en-Velin La Soie, correspondance ligne A direction Vaulx-en-Velin La Soie / ligne B impossible;2025-03-15 17:30:00
2025-03-09 13:39:00;5220;47;Debourg;471;ASCENSEUR;direction St-Genis-Laval Hôpital Lyon Sud et accès avenue Jean Jaurès;2025-03-09;Panne;Accès impossible direction Gare d'Oullins;2025-03-09 16:00:00
2025-03-09 13:39:00;5220;47;Debourg;472;ASCENSEUR;direction Charpennes et accès avenue Jean Jaurès;2025-03-09;Panne; Accès impossible direction Charpennes;2025-03-09 16:00:00
2025-03-09 13:39:00;5220;47;Debourg;4701;ESCALIER;du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la sortie avenue Jean Jaures;2025-01-21;Panne;.;2025-04-05 17:30:00
2025-03-09 13:39:00;5220;47;Debourg;4702;ESCALIER;du quai direction Charpennes jusqu'à la sortie avenue Jean Jaures;2024-11-12;Panne;.;2025-03-15 17:30:00
2025-03-09 13:39:00;5904;50;Gare d'Oullins;503;ASCENSEUR;correspondance entre la mezzanine et la rue côté Quai 1;2025-03-09;Panne;Accès à la station et accès SNCF impossibles;2025-03-09 16:00:00
2025-03-09 13:39:00;5904;50;Gare d'Oullins;502;ASCENSEUR;correspondance entre la mezzanine et le quai de départ direction Charpennes;2025-03-09;Panne;Accès impossible direction Charpennes;2025-03-09 16:00:00
