Date màj;Code lieu;Code station;Nom station;Code équipement;Type équipement;Equipement;Début indispo;Cause;Conséquence;Fin indispo
2025-01-13 00:39:00;5102;21;Charpennes;212;ASCENSEUR;du quai direction Vaulx-en-Velin La Soie, correspondance ligne B direction Gare d'Oullins et accès cours Emile Zola;2025-01-13;Panne;Accès impossible direction Vaulx-en-Velin La Soie, correspondance ligne A direction Vaulx-en-Velin La Soie / ligne B impossible;2025-01-13 02:30:00
2025-01-13 00:39:00;5220;47;Debourg;471;ASCENSEUR;direction St-Genis-Laval Hôpital Lyon Sud et accès avenue Jean Jaurès;2025-01-13;Panne;Accès impossible direction Gare d'Oullins;2025-01-13 02:30:00
2025-01-13 00:39:00;5220;47;Debourg;472;ASCENSEUR;direction Charpennes et accès avenue Jean Jaurès;2024-12-31;Panne; Accès impossible direction Charpennes;2025-02-01 21:30:00
2025-01-13 00:39:00;5220;47;Debourg;4702;ESCALIER;du quai direction Charpennes jusqu'à la sortie avenue Jean Jaures;2024-11-12;Panne;.;2025-02-01 07:30:00
2025-01-13 00:39:00;5904;50;Gare d'Oullins;503;ASCENSEUR;correspondance entre la mezzanine et la rue côté Quai 1;2025-01-13;Panne;Accès à la station et accès SNCF impossibles;2025-01-13 02:30:00
2025-01-13 00:39:00;5904;50;Gare d'Oullins;501;ASCENSEUR;correspondance entre le quai d'arrivée et la mezzanine;2025-01-13;Panne;Sortie de la station impossible;2025-01-13 02:30:00
2025-01-13 00:39:00;5520;42;Gare Part-Dieu V.Merle;4205;ESCALIER;du quai direction St-Genis-Laval Hôpital Lyon Sud (par couloir de liaison direction gare de la Part Dieu) jusqu'à la mezzanine niveau Point Contact.;2025-01-09;Panne;.;2025-03-11 00:00:00
2025-01-13 00:39:00;5160;45;Jean Macé;451;ASCENSEUR;direction St-Genis-Laval Hôpital Lyon Sud et accès place Jean Macé;2025-01-13;Panne;Accès impossible direction Gare d'Oullins;2025-01-13 02:30:00
2025-01-13 00:39:00;5160;45;Jean Macé;4501;ESCALIER;du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la sortie place Jean Macé (côté rue Parmentier);2025-01-13;Panne;.;2025-01-13 02:30:00
2025-01-13 00:39:00;5936;51;Oullins Centre;511;ASCENSEUR;entre le quai direction St-Genis-Laval Hôpital Lyon Sud et la mezzanine supérieure;2025-01-13;Panne;connexion impossible entre le quai direction St-Genis-Laval Hôpital Lyon Sud et la mezzanine supérieure;2025-01-13 02:30:00
2025-01-13 00:39:00;5936;51;Oullins Centre;513;ASCENSEUR;entre la mezzanine supérieure et la place Anatole France;2024-11-07;Entretien programmé;connexion impossible entre la mezzanine supérieure et la place Anatole France, et correspondance impossible avec les ascenseurs reliant les quais et la mezzanine supérieure;2025-02-04 12:00:00
2025-01-13 00:39:00;5043;43;Place Guichard;431;ASCENSEUR;direction St-Genis-Laval Hôpital Lyon Sud et accès place Guichard;2024-12-24;Panne;Accès impossible direction Gare d'Oullins;2025-02-28 23:30:00
2025-01-13 00:39:00;5221;46;Place Jean Jaurès;461;ASCENSEUR;direction St-Genis-Laval Hôpital Lyon Sud et accès avenue Jean Jaurès;2025-01-13;Panne;Accès impossible direction Gare d'Oullins;2025-01-13 02:30:00
2025-01-13 00:39:00;5221;46;Place Jean Jaurès;4601;ESCALIER;du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la sortie avenue Jean Jaures;2024-10-09;Panne;.;2025-01-31 21:00:00
2025-01-13 00:39:00;5221;46;Place Jean Jaurès;4602;ESCALIER;du quai direction Charpennes jusqu'à la sortie avenue Jean Jaures;2024-11-02;Panne;.;2025-01-31 22:30:00
2025-01-13 00:39:00;5092;44;Saxe - Gambetta;4405;ESCALIER;de la mezzanine nord (niveau ligne D direction Gare de Vaise) jusqu'à la sortie angle avenue Jean Jaurès / avenue de Saxe;2025-01-02;Panne;.;2025-01-18 23:30:00
2025-01-13 00:39:00;5200;48;Stade de Gerland Le LOU;481;ASCENSEUR;correspondance entre le quai direction St-Genis-Laval Hôpital Lyon Sud et la mezzanine;2025-01-13;Panne;Accès impossible direction Gare d'Oullins;2025-01-13 02:30:00
2025-01-13 00:39:00;5200;48;Stade de Gerland Le LOU;483;ASCENSEUR;correspondance entre la mezzanine et l'avenue Jean Jaurès;2025-01-13;Panne; Accès station impossible;2025-01-13 02:30:00
2025-01-13 00:39:00;5200;48;Stade de Gerland Le LOU;4802;ESCALIER;de la mezzanine niveau Point Contact jusqu'au quai direction Charpennes;2024-10-23;Panne;.;2025-01-31 11:30:00
2025-01-13 00:39:00;5937;52;St-Genis Hôp. Lyon Sud;521;ASCENSEUR;entre le quai direction St-Genis-Laval Hôpital Lyon Sud et la surface;2025-01-13;Panne;sortie impossible de la station;2025-01-13 02:30:00
2025-01-13 00:39:00;5002;26;Bellecour;262;ASCENSEUR;direction Perrache, correspondance ligne D direction Gare de Vaise ou Gare de Vénissieux;2025-01-13;Panne;Accès impossible ligne A direction Perrache.  Correspondance impossible Ligne D direction Gare de Vénissieux ou Gare de vaise / Ligne A direction Perrache;2025-01-13 02:30:00
2025-01-13 00:39:00;5002;26;Bellecour;265;ASCENSEUR;mezzanine sur quai ligne D;2025-01-13;Panne;Pour accès et correspondances métros A et D, utiliser les autres ascenseurs en passant par la surface;2025-01-13 02:30:00
2025-01-13 00:39:00;5002;26;Bellecour;2607;ESCALIER;du quai central jusqu'à la mezzanine sud (côté Antonin Poncet);2025-01-10;Entretien programmé;.;2025-01-25 07:30:00
2025-01-13 00:39:00;5103;84;Gare de Vaise;8402;ESCALIER;sortie rue du 24 mars 1852.;2025-01-13;Panne;.;2025-01-13 02:30:00
2025-01-13 00:39:00;5104;70;Gare de Vénissieux;7003;ESCALIER;de la mezzanine vers la passerelle SNCF;2025-01-05;Panne;.;2025-02-06 11:30:00
2025-01-13 00:39:00;5181;77;Garibaldi;771;ASCENSEUR;direction Gare de Vaise, correspondance avec le quai direction Gare de Vénissieux;2025-01-13;Panne;Accès impossible direction Gare de Vaise.;2025-01-13 02:30:00
2025-01-13 00:39:00;5181;77;Garibaldi;772;ASCENSEUR;direction  Gare de Vénissieux, correspondance avec le quai direction Gare de Vaise, accès cours Albert Thomas;2025-01-13;Panne;Station inaccessible ;2025-01-13 02:30:00
2025-01-13 00:39:00;5181;77;Garibaldi;7702;ESCALIER;du quai direction Gare de Vénissieux jusqu'à la mezzanine;2024-11-17;Entretien programmé;.;2025-01-25 20:30:00
2025-01-13 00:39:00;5040;82;Gorge de Loup;821;ASCENSEUR;direction Gare de Vaise, accès Gare Routière ou Parc Relais;2025-01-02;Panne;Accès impossible direction Gare de Vaise.;2025-01-15 20:30:00
2025-01-13 00:39:00;5040;82;Gorge de Loup;822;ASCENSEUR;direction Gare de Vénissieux, correspondance quai direction Gare de Vaise, accès Gare Routière ou Gare SNCF et rue Sergent Michel Berthet;2025-01-13;Panne;Accès impossible direction Gare de Vénissieux;2025-01-13 02:30:00
2025-01-13 00:39:00;5040;82;Gorge de Loup;8205;ESCALIER;sortie Place Basse (côté agence commerciale) niveau Parc Relais, jusqu'à la mezzanine niveau départ gare de bus, rue Sergent Michel Berthet;2024-12-12;Panne;.;2025-01-18 15:00:00
2025-01-13 00:39:00;5041;74;Grange Blanche;741;ASCENSEUR;direction Gare de Vaise ou Gare de Vénissieux, accès mezzanine ou place d' Arsonval;2025-01-13;Accès fermé pour travaux;Station inaccessible;2025-01-13 02:30:00
2025-01-13 00:39:00;5041;74;Grange Blanche;742;ASCENSEUR;correspondance entre la mezzanine et l'hôpital Edouard Herriot;2025-01-13;Panne;Utiliser les autres ascenseurs de surface;2025-01-13 02:30:00
2025-01-13 00:39:00;5041;74;Grange Blanche;743;ASCENSEUR;correspondance entre la mezzanine et le tramway T2;2025-01-13;Panne;Utiliser les autres ascenseurs de surface;2025-01-13 02:30:00
2025-01-13 00:39:00;5041;74;Grange Blanche;7402;ESCALIER;de la mezzanine côté hôpital Edouard Herriot jusqu'à la sortie Hôpital Edouard Herriot;2024-12-13;Panne;.;2025-01-31 07:30:00
2025-01-13 00:39:00;5044;79;Guillotière Gabriel Péri;792;ASCENSEUR;direction Gare de Vénissieux, correspondance quai direction Gare de Vaise;2025-01-13;Panne; Accès impossible direction Gare de Vénissieux;2025-01-13 02:30:00
2025-01-13 00:39:00;5044;79;Guillotière Gabriel Péri;793;ASCENSEUR;correspondance entre la mezzanine et la Grande rue de la Guillotière;2025-01-13;Panne; Accès station impossible;2025-01-13 02:30:00
2025-01-13 00:39:00;5044;79;Guillotière Gabriel Péri;7902;ESCALIER;de la mezzanine (côté quai direction Gare de Vénissieux) jusqu'à la sortie cours Gambetta;2024-12-12;Entretien programmé;.;2025-01-16 15:30:00
2025-01-13 00:39:00;5062;73;Laennec;732;ASCENSEUR;direction Gare de Vénissieux, accès rue Guillaume Paradin;2025-01-13;Panne; Accès impossible direction Gare de Vénissieux;2025-01-13 02:30:00
2025-01-13 00:39:00;5062;73;Laennec;7302;ESCALIER;du quai direction Gare de Vénissieux jusqu'à la sortie rue Guillaume Paradin;2024-12-11;Entretien programmé;.;2025-01-16 11:00:00
2025-01-13 00:39:00;5082;72;Mermoz - Pinel;722;ASCENSEUR;direction Gare de Vénissieux, accès Bd Pinel par le plan incliné;2025-01-13;Entretien programmé;Accès impossible direction Gare de Vénissieux;2025-01-13 02:30:00
2025-01-13 00:39:00;5083;75;Monplaisir Lumière;752;ASCENSEUR;direction Gare de Vénissieux, accès cours Albert Thomas;2025-01-13;Panne; Accès impossible direction Gare de Vénissieux;2025-01-13 02:30:00
2025-01-13 00:39:00;5083;75;Monplaisir Lumière;7501;ESCALIER;du quai direction Gare de Vaise jusqu'à la sortie place Ambroise Courtois;2024-12-16;Entretien programmé;.;2025-01-15 18:30:00
2025-01-13 00:39:00;5084;71;Parilly;712;ASCENSEUR;direction Gare de Vénissieux, accès rue de La Fontaine;2025-01-13;Panne; Accès impossible direction Gare de Vénissieux;2025-01-13 02:30:00
